"conflict_id","dyad_id","org","side_a_name","side_a_name_fulltext","side_a_name_mothertongue","side_a_id","side_a_components","side_a_2nd","gwno_a_2nd","side_b_name","side_b_name_fulltext","side_b_name_mothertongue","side_b_id","side_b_components","side_b_2nd","gwno_b_2nd","start_date","start_prec","start_date2","start_prec2","ep_end","ep_end_date","ep_end_prec","year","best_fatality_estimate","low_fatality_estimate","high_fatality_estimate","location","gwno_location","region","version"
"14622","15914","1","Dan na Ambassagou","Hunters who Trust in God","Dan na Ambassagou","7092","","","","JNIM","Group for the Support of Islam and Muslims","Jamaat Nusrat al-Islam wal-Muslimin","6716","","","","2018-05-31","1","2020-03-31","3","0","","","2020","118","118","118","Mali","432","4","22.1"
"14622","15914","1","Dan na Ambassagou","Hunters who Trust in God","Dan na Ambassagou","7092","","","","JNIM","Group for the Support of Islam and Muslims","Jamaat Nusrat al-Islam wal-Muslimin","6716","","","","2018-05-31","1","2020-03-31","3","0","","0","2021","49","49","51","Mali","432","4","22.1"
"14623","15915","1","Forces of Hadi","Forces of Hadi","n/a","6254","","","","STC","Southern Transitional Council","al-Majlis al-Intiqālī l-Janūbiyy","7344","","","","2017-11-03","2","2018-01-29","2","0","","","2018","40","39","40","Yemen (North Yemen)","678","2","22.1"
"14623","15915","1","Forces of Hadi","Forces of Hadi","n/a","6254","","","","STC","Southern Transitional Council","al-Majlis al-Intiqālī l-Janūbiyy","7344","","","","2017-11-03","2","2018-01-29","2","0","","","2019","77","75","129","Yemen (North Yemen)","678","2","22.1"
"14623","15915","1","Forces of Hadi","Forces of Hadi","n/a","6254","","","","STC","Southern Transitional Council","al-Majlis al-Intiqālī l-Janūbiyy","7344","","","","2017-11-03","2","2018-01-29","2","1","2020-12-07","1","2020","270","256","297","Yemen (North Yemen)","678","2","22.1"
"14635","15927","3","Fulani","Fulani","Fulani","607","","","","Yandang","Yandang","Yandang","7026","","","","2018-07-05","2","2018-07-13","3","1","2018-08-04","1","2018","83","27","84","Nigeria","475","4","22.1"
"14645","15940","3","Fulani","Fulani","Fulani","607","","","","Izzi (Igbo)","Izzi (Igbo)","Izzi (Igbo)","626","","","","2018-03-12","1","2021-05-30","1","0","","0","2021","30","30","30","Nigeria","475","4","22.1"
"14648","15943","1","National Front for Liberation, SNA","n/a","n/a","7523","7514, 7128","Government of Turkey","640","Tajamu Shuhada al-Sharqiya","Tajamu Shuhada al-Sharqiya","Tajamu Shuhada al-Sharqiya","7371","","","","2018-11-18","1","2018-11-18","1","1","2018-11-18","1","2018","32","32","32","Syria","652","2","22.1"
"14650","15945","3","Lunguda","Lunguda","Lunguda","7373","","","","Waja","Waja","Waja","4274","","","","2018-10-23","1","2018-10-24","2","1","2018-10-24","2","2018","34","29","41","Nigeria","475","4","22.1"
"14662","15958","3","Hausa","Hausa","Hausa","608","","","","Kadara","Kadara","Kadara","6767","","","","2018-10-18","1","2018-10-18","1","1","2018-10-21","1","2018","81","81","81","Nigeria","475","4","22.1"
"14674","15973","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","La Familia","The Family","La Familia","1149","","","","2018-03-31","1","2018-11-11","1","0","","","2018","719","719","719","Mexico","70","5","22.1"
"14674","15973","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","La Familia","The Family","La Familia","1149","","","","2018-03-31","1","2018-11-11","1","0","","","2019","1535","1535","1535","Mexico","70","5","22.1"
"14674","15973","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","La Familia","The Family","La Familia","1149","","","","2018-03-31","1","2018-11-11","1","0","","","2020","2061","2061","2062","Mexico","70","5","22.1"
"14674","15973","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","La Familia","The Family","La Familia","1149","","","","2018-03-31","1","2018-11-11","1","0","","0","2021","1919","1919","1920","Mexico","70","5","22.1"
"14686","15988","3","Latuka","Latuka","Latuka","7409","","","","Pari","Pari","Pari","1011","","","","2019-03-24","1","2019-03-27","2","1","2019-03-27","2","2019","42","22","44","South Sudan","626","4","22.1"
"14690","15995","3","Amhara","Amhara","Amhara","916","","","","Gumuz","Gumuz","Gumuz","899","","","","2019-04-29","2","2019-05-03","1","0","","","2019","52","52","228","Ethiopia","530","4","22.1"
"14690","15995","3","Amhara","Amhara","Amhara","916","","","","Gumuz","Gumuz","Gumuz","899","","","","2019-04-29","2","2019-05-03","1","1","2020-09-13","3","2020","142","142","142","Ethiopia","530","4","22.1"
"14695","16002","1","SLM/A - MA","SLM/A - Mubarak Aldouk faction","SLM/A - Mubarak Aldouk faction","7415","","","","SLM/A - SB","SLM/A - Salih Borsa faction","SLM/A - Salih Borsa faction","7414","","","","2018-10-31","3","2019-03-26","5","0","","","2019","67","67","67","Sudan","625","4","22.1"
"14695","16002","1","SLM/A - MA","SLM/A - Mubarak Aldouk faction","SLM/A - Mubarak Aldouk faction","7415","","","","SLM/A - SB","SLM/A - Salih Borsa faction","SLM/A - Salih Borsa faction","7414","","","","2018-10-31","3","2019-03-26","5","1","2020-10-31","5","2020","201","201","201","Sudan","625","4","22.1"
"14699","16006","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","al-Qa'qa Brigade, Army of Ahl al-Sunni wal Jamaa , Army of al-Ikhlas, Army of Maoata al-Islami, Authenticity and Development Front, Bayareq al-Shaaitat , Islamic Front, Jabhat Fateh al-Sham, Jaish al-Muhajireen wal-Ansar, Liwa al-Qadisiya","al-Qa'qa Brigade, Army of Ahl al-Sunni wal Jamaa , Army of al-Ikhlas, Army of Emigrants and Supporters, Army of Maoata al-Islami, Authenticity and Development Front, Bayareq al-Shaaitat , Front for the Conquest of the Levant, Islamic Front, Liwa al-Qadisiya","al-Jabhat al-Islāmiyyah, Army of Ahl al-Sunni wal Jamaa , Bayareq al-Shaaitat , Jabhat al-Asala wal Tanmiya, Jabhat Fateh al-Sham, Jaish al-Muhajireen wal-Ansar, Jaysh al-Ikhlas, Jaysh al-Maoata al-Islami, Liwa al-Qadisiya, Liwa al-Qa'qa","7426","5573, 7418, 7424, 7421, 6393, 5575, 7422, 7423, 7425, 1170","","","2014-05-25","1","2014-05-31","1","1","2014-10-18","1","2014","470","422","496","Syria","652","2","22.1"
"14700","16007","3","Ikurav (Tiv)","Ikurav (Tiv)","Ikurav (Tiv)","7428","","","","Shitile (Tiv)","Shitile (Tiv)","Shitile (Tiv)","7427","","","","2019-04-19","1","2019-08-17","1","1","2019-08-17","1","2019","37","37","58","Nigeria","475","4","22.1"
"14704","16013","3","Beni Amir","Beni Amir","Beni Amir","1897","","","","Nuba","Nuba","Nuba","1963","","","","2019-05-12","2","2019-06-05","2","0","","","2019","85","85","97","Sudan","625","4","22.1"
"14704","16013","3","Beni Amir","Beni Amir","Beni Amir","1897","","","","Nuba","Nuba","Nuba","1963","","","","2019-05-12","2","2019-06-05","2","1","2020-08-15","1","2020","57","57","60","Sudan","625","4","22.1"
"14708","16021","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","Islamic Front, Jabhat al-Akrad, Jabhat Fateh al-Sham, Mujahideen Army, SRF","Front for the Conquest of the Levant, Islamic Front, Kurdish Front, Mujahideen Army, Syria Revolutionaries’ Front","al-Jabhat al-Islāmiyyah, Cebhet El-Ekrad, Jabhat Fateh al-Sham, Jabhat Thuwwar Surya, Jaysh al-Mujahideen","7437","5575, 6011, 5541, 6012, 1170","","","2014-03-12","1","2014-03-12","1","1","2014-04-06","1","2014","75","75","75","Syria","652","2","22.1"
"14714","16031","1","16th Division, Islamic Front, Jabhat Fateh al-Sham","16th Division, Front for the Conquest of the Levant, Islamic Front","16th Division, al-Jabhat al-Islāmiyyah, Jabhat Fateh al-Sham","7443","6433, 5575, 1170","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2014-05-05","1","2014-05-05","1","1","2014-05-05","1","2014","35","35","35","Syria","652","2","22.1"
"14717","16034","1","FPRC","Popular Front for the Rebirth of the Central African Republic","Front populaire pour la renaissance de centrafrique","4007","","","","MLCJ","Movement of Central African Liberators for Justice","Mouvement des Libérateurs Centrafricains pour la Justice","7448","","","","2019-07-15","2","2019-09-02","2","0","","","2019","213","213","213","Central African Republic","482","4","22.1"
"14717","16034","1","FPRC","Popular Front for the Rebirth of the Central African Republic","Front populaire pour la renaissance de centrafrique","4007","","","","MLCJ","Movement of Central African Liberators for Justice","Mouvement des Libérateurs Centrafricains pour la Justice","7448","","","","2019-07-15","2","2019-09-02","2","1","2020-03-03","1","2020","81","81","90","Central African Republic","482","4","22.1"
"14726","16043","1","CNPSC","National Coalition of the People for the Sovereignty of the Congo","Coalition nationale du peuple pour la souveraineté du Congo","3043","","","","Ngumino, Twiganeho","Ngumino, Twiganeho","Ngumino, Twiganeho","7197","6918, 7194","","","2016-02-10","5","2020-12-21","1","1","2020-12-21","1","2020","45","45","45","DR Congo (Zaire)","490","4","22.1"
"14727","16044","1","CNPSC","National Coalition of the People for the Sovereignty of the Congo","Coalition nationale du peuple pour la souveraineté du Congo","3043","","","","Ngumino","Ngumino","Ngumino","7194","","","","2017-01-29","1","2019-07-03","2","0","","","2019","53","53","253","DR Congo (Zaire)","490","4","22.1"
"14727","16044","1","CNPSC","National Coalition of the People for the Sovereignty of the Congo","Coalition nationale du peuple pour la souveraineté du Congo","3043","","","","Ngumino","Ngumino","Ngumino","7194","","","","2017-01-29","1","2019-07-03","2","1","2020-06-20","1","2020","60","35","60","DR Congo (Zaire)","490","4","22.1"
"14733","16051","3","Ahali","Ahali","Ahali","7456","","","","Toubou","Toubou","Toubou","3998","","","","2019-06-09","2","2019-08-14","3","1","2019-08-14","3","2019","62","0","67","Libya","620","4","22.1"
"14742","16061","1","Jabhat Fateh al-Sham, Rahman Corps","n/a","n/a","7461","1170, 6391","","","Jaysh al-Islam","Army of Islam","Jaysh al-Islam","6377","","","","2016-03-28","1","2016-04-28","1","1","2016-11-09","1","2016","576","534","720","Syria","652","2","22.1"
"14747","16069","3","Dadjo","Dadjo","Dadjo","1621","","","","Mouro","Mouro","Mouro","7465","","","","2019-08-09","2","2019-08-09","2","1","2019-08-09","2","2019","65","65","65","Chad","483","4","22.1"
"14749","16071","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","Islamic Front, Jabhat al-Akrad, Mujahideen Army, SRF","Islamic Front, Kurdish Front, Mujahideen Army, Syria Revolutionaries’ Front","al-Jabhat al-Islāmiyyah, Cebhet El-Ekrad, Jabhat Thuwwar Surya, Jaysh al-Mujahideen","7468","5575, 6011, 5541, 6012","","","2014-01-05","1","2014-01-15","1","1","2014-04-01","1","2014","151","150","161","Syria","652","2","22.1"
"14763","16089","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","Nour al-Din Zenki, Sham Legion","Nour al-Din al-Zenki Movement, Sham Legion","Faylaq Al-Sham, Ḥaraka Nūr ad-Dīn az-Zankī","7477","6404, 6434","","","2016-08-15","1","2016-08-15","1","1","2016-08-15","1","2016","32","32","50","Syria","652","2","22.1"
"14777","16105","1","Aknaf Bait al-Maqdis, Jabhat Fateh al-Sham, Jaysh al-Islam, Sons of Yarmouk Movement, Southern Front","Army of Islam, Defenders of Jerusalem, Front for the Conquest of the Levant, Sons of Yarmouk Movement, Southern Front","Aknaf Bait al-Maqdis, Harakat Ibn al-Yarmouk, Jabhat Fateh al-Sham, Jaysh al-Islam, Southern Front","7491","7490, 6273, 6377, 6333, 1170","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2016-02-12","1","2016-04-19","1","1","2016-11-22","1","2016","50","45","55","Syria","652","2","22.1"
"14778","16106","1","Aknaf Bait al-Maqdis, HTS, Jaysh al-Islam, Sons of Yarmouk Movement, Southern Front","Army of Islam, Defenders of Jerusalem, Organization for the Liberation of the Levant, Sons of Yarmouk Movement, Southern Front","Aknaf Bait al-Maqdis, Harakat Ibn al-Yarmouk, Hay’at Tahrir al-Sham , Jaysh al-Islam, Southern Front","7492","6815, 7490, 6273, 6377, 6333","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2017-03-26","1","2017-11-01","1","1","2017-12-15","1","2017","33","32","33","Syria","652","2","22.1"
"14784","16112","1","Ahrar al-Sham, Jabhat Fateh al-Sham, Jaysh al-Islam, Jaysh Usud al-Sharqiya, Martyr Lieutenant Ahmed Abdou Brigades, Rahman Corps","Army of Islam, Front for the Conquest of the Levant, Lions of the East Army, Martyr Lieutenant Ahmed Abdou Brigades, Rahman Corps, The Islamic Movement of Ahrar al-Sham","Faylaq Al-Rahman, Harakat Ahrar al-Sham al-Islamiyya, Jabhat Fateh al-Sham, Jaysh al-Islam, Jaysh Usud al-Sharqiya, Quwwat al-Shaheed Ahmad al-Abdo","7498","5554, 6394, 6377, 1170, 6392, 6391","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2016-01-01","1","2016-02-01","1","1","2016-12-24","1","2016","321","313","327","Syria","652","2","22.1"
"14803","16135","1","SNA","Syria National Army","Jaysh al-Watani al-Suri","7514","","Government of Turkey","640","SDF","Syrian Democratic Forces","Syrian Democratic Forces","6288","","","","2018-12-16","1","2019-10-09","1","0","","","2019","1290","1084","1338","Syria, Turkey","640, 652","2","22.1"
"14803","16135","1","SNA","Syria National Army","Jaysh al-Watani al-Suri","7514","","Government of Turkey","640","SDF","Syrian Democratic Forces","Syrian Democratic Forces","6288","","","","2018-12-16","1","2019-10-09","1","0","","","2020","482","434","520","Syria","652","2","22.1"
"14803","16135","1","SNA","Syria National Army","Jaysh al-Watani al-Suri","7514","","Government of Turkey","640","SDF","Syrian Democratic Forces","Syrian Democratic Forces","6288","","","","2018-12-16","1","2019-10-09","1","0","","","2021","187","177","208","Syria","652","2","22.1"
"14807","16140","1","23rd Division, Ahrar al-Sham, Jaysh al Nasr, Jaysh al-Nukhba, Nour al-Din Zenki, Sham Legion, SNA","Elite Army, 23rd Division, Army of Victory, Nour al-Din al-Zenki Movement, Sham Legion, Syria National Army, The Islamic Movement of Ahrar al-Sham","Faylaq Al-Sham, Firka 23, Ḥaraka Nūr ad-Dīn az-Zankī, Harakat Ahrar al-Sham al-Islamiyya, Jaysh al Nasr, Jaysh al-Nukhba, Jaysh al-Watani al-Suri","7520","6597, 6404, 7514, 7518, 7519, 6434, 5554","Government of Turkey","640","SDF","Syrian Democratic Forces","Syrian Democratic Forces","6288","","","","2018-01-14","1","2018-01-21","1","1","2018-02-17","1","2018","1125","661","1170","Syria, Turkey","640, 652","2","22.1"
"14808","16141","1","National Front for Liberation, SNA","n/a","n/a","7523","7514, 7128","Government of Turkey","640","SDF","Syrian Democratic Forces","Syrian Democratic Forces","6288","","","","2018-08-06","1","2018-09-03","1","0","","","2018","109","115","169","Syria","652","2","22.1"
"14808","16141","1","National Front for Liberation, SNA","n/a","n/a","7523","7514, 7128","Government of Turkey","640","SDF","Syrian Democratic Forces","Syrian Democratic Forces","6288","","","","2018-08-06","1","2018-09-03","1","1","2019-09-24","1","2019","157","157","194","Syria","652","2","22.1"
"14809","16142","1","23rd Division, Jaysh al Nasr, Jaysh al-Nukhba, Sham Legion, SNA, Syrian Liberation Front","n/a","n/a","7524","6597, 6404, 7514, 7105, 7518, 7519","Government of Turkey","640","SDF","Syrian Democratic Forces","Syrian Democratic Forces","6288","","","","2018-02-18","1","2018-02-20","1","1","2018-04-27","1","2018","1333","845","1389","Syria","652","2","22.1"
"14812","16145","1","National Front for Liberation, SNA, Syrian Liberation Front","n/a","n/a","7525","7514, 7128, 7105","Government of Turkey","640","SDF","Syrian Democratic Forces","Syrian Democratic Forces","6288","","","","2018-04-28","1","2018-05-11","1","1","2018-07-29","1","2018","161","158","189","Syria","652","2","22.1"
"14835","16173","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","Los Rojos","The Reds","Los Rojos","3299","","","","2019-01-12","2","2019-05-10","1","0","","","2019","91","91","91","Mexico","70","5","22.1"
"14835","16173","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","Los Rojos","The Reds","Los Rojos","3299","","","","2019-01-12","2","2019-05-10","1","0","","","2020","92","92","92","Mexico","70","5","22.1"
"14835","16173","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","Los Rojos","The Reds","Los Rojos","3299","","","","2019-01-12","2","2019-05-10","1","0","","0","2021","364","364","366","Mexico","70","5","22.1"
"14864","16207","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","JNIM","Group for the Support of Islam and Muslims","Jamaat Nusrat al-Islam wal-Muslimin","6716","","","","2019-07-31","3","2020-03-20","3","0","","","2020","381","381","385","Burkina Faso, Mali","432, 439","4","22.1"
