Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2016-0216-IDN,2016,0216,FF-2016-000062,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Banjarnegara, Purworejo (Karangrejo Loano), Kebumen, Sukoharjo, Banyumas, Rembang, Karanganyar, Wonogiri, Wonosobo, Surakarta (Jawa Tengah province, Java Isl.), Padang City (Koto Tangah, Lubuk Bengalung, Nanggalo, Padang Selatan, Padang Burat, Bungus Teluk Kabung, Padang Timur; Lubuk Buaya, Tunggul Hitam, Pangambiran, Ampalu, Banda Gadung, Maransi, Parang Jambu, Jondul, Seberang Padang, Pampang, Seberang Palinggam, Lolong, Bungus and Marapalan villages) (Sumatera Barat)",Torrential rains,Flood,,,,,,,,,,,Bengawan Solo River,2016,6,17,2016,6,21,62,,,,,,,,,25000,28225,"88,57345288",2,,18030;18031;18040;18041;18047;18055;18056;18059;18062;18063;18204,"Banjarnegara, Banyumas, Karanganyar, Kebumen, Kota Padang, Kota Surakarta, Purworejo, Rembang, Sukoharjo, Wonogiri, Wonosobo (Adm2). "
2016-9225-KHM,2016,9225,,Natural,Climatological,Drought,Drought,,,Cambodia,KHM,South-Eastern Asia,Asia,"Banteay Meanchey, Battambang, Pursat, Kampong Speu provinces ",,Water shortage,,,,,,,Km2,,,,,2016,5,,2016,5,,,,2500000,,2500000,,,,,,,"88,57345288",1,791;792;795;809,,"Banteay Meanchey, Battambang, Kampong Speu, Pursat (Adm1). "
2016-9050-LSO,2016,9050,OT-2016-000005,Natural,Climatological,Drought,Drought,,,Lesotho,LSO,Southern Africa,Africa,"Qacha’s Nek, Mokhotlong, Thaba Tseka, Quthing, Mafeteng, Butha Bothe, Berea, Leribe, Maseru, Mohale's Hoek provinces","Lack of rains, El NIno",Food shortage,,Yes,,,,,Km2,,,,,2016,2,,2017,1,,,,709000,,709000,,,,,,,"88,57345288",1,1803;1804;1805;1806;1807;1808;1809;1810;1811;1812,,"Berea, Butha Buthe, Leribe, Mafeteng, Maseru, Mohale's Hoek, Mokhotlong, Qacha's Nek, Quthing, Thaba Tseka (Adm1). "
2016-9020-MDG,2016,9020,,Natural,Climatological,Drought,Drought,,,Madagascar,MDG,Eastern Africa,Africa,"Ambovombe-Androy, Bekily, Beloha, Tsihombe districts (Androy province), Amboasary-Atsimo, Taolagnaro districts (Anosy province), Ampanihy Ouest, Betioky Atsimo districts (Atsimo Andrefana province)",El Nino,Food shortage,,Yes,,Yes,,,Km2,,,,,2016,1,,2017,1,,,,1140000,,1140000,,,,,,,"88,57345288",2,,154531;154532;154533;154534;154535;154537;154538;154542,"Amboasary-Atsimo, Ambovombe-Androy, Ampanihy Ouest, Bekily, Beloha, Betioky Atsimo, Taolagnaro, Tsihombe (Adm2). "
2016-9122-MOZ,2016,9122,,Natural,Climatological,Drought,Drought,,,Mozambique,MOZ,Eastern Africa,Africa,"Magude, Manhiça districts (Maputo province), Massingir, Chibuto, Mabalane districts (Gaza province), Funhaloro, Panda, Govuro districts (Inhambane province), Sofala, Tete",,Food shortage,,Yes,,,,,Km2,,,,,2016,1,,2017,1,,,,2300000,,2300000,,,,,,,"88,57345288",1;2,2120;2121,21850;21855;21858;21860;21861;21869;21883;41375,"Sofala, Tete (Adm1). Chibuto, Funhalouro, Govuro, Mabalane, Magude, Manhica, Massingir, Panda (Adm2). "
2016-0270-PAK,2016,0270,,Natural,Hydrological,Flood,,,,Pakistan,PAK,Southern Asia,Asia,Khyber Agency district (Federally Administered Tribal Areas province),,Transport accident,,,,,,,Km2,,,,,2016,7,30,2016,7,30,26,3,,,3,,,,,,,"88,57345288",2,,23632,Khyber Agency (Adm2). 
2016-0179-POL,2016,0179,,Natural,Hydrological,Flood,,,,Poland,POL,Eastern Europe,Europe,"Nowy Targ district (Mount Sokolica region, Malopolske province), Sucha Beskidzka district (Mount Babia Gora region, Malopolske province), Szcyrk city (Czechowice-Dziedzice district, Slaskie province)",,Lightening,,,,,,,Km2,,,,,2016,5,28,2016,5,28,2,3,,,3,,,,,,,"88,57345288",2,,24408;24412;24538,"Czechowice-Dziedzice, Nowy Targ, Sucha Beskidzka (Adm2). "
2016-0295-RUS,2016,0295,,Natural,Hydrological,Flood,,,,Russian Federation (the),RUS,Eastern Europe,Europe,"Moscou city (Moskva province and Moskovskaya Oblast province), Koursk city (Kurskaya Oblast province), Orel city (Orlovskaya Oblast province), Belgorod city (Belgorodskaya Oblast province)",Heavy rains,Lightening,,,,,,,Km2,,,,,2016,8,15,2016,8,15,,,300,,300,,,,,,,"88,57345288",1,2495;2527;2534;2535;2544,,"Belgorodskaya Oblast, Kurskaya Oblast, Moskovskaya Oblast, Moskva, Orlovskaya Oblast (Adm1). "
2016-0019-IDN,2016,0019,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Maluku, Maluku Utara provinces",,,,,,,,6,Richter,-3.863,127.229,,,2016,1,16,2016,1,16,,8,360,,368,,,,,,,"88,57345288",1,73615;73616,,"Maluku, Maluku Utara (Adm1). "
2016-0156-IDN,2016,0156,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sibolangit (Deli Serdang district, Sumatera Utara province, Sumatra Isl.)",Heavy rains,,,,,,,,,,,,,2016,5,15,2016,5,15,15,,,,,,,,,,,"88,57345288",2,,73669,Deli Serdang (Adm2). 
2016-0208-IDN,2016,0208,,Technological,Technological,Transport accident,Water,,,Indonesia,IDN,South-Eastern Asia,Asia,Papua,,,,,,,,,,,,,,2016,6,26,2016,6,26,12,,1,,1,,,,,,,"88,57345288",,,,
2016-0057-IDN,2016,0057,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jambi; Sanggau, Sambas, Bengkayang, Landak districts (West Kalimantan); Pasuruan (East Java Province); Garut (West Java Province) ",Heavy monsoonal rains,,,,,,,,Km2,,,,,2016,2,19,2016,2,24,,,30000,,30000,,,,,,,"88,57345288",1;2,1518,18012;18091;18105;73652;73773;73839,"Jambi (Adm1). Bengkayang, Garut, Landak, Pasuruan, Sambas, Sanggau (Adm2). "
2016-0306-IDN,2016,0306,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Andowia, Asera, Lasolo sub-districts (North Konawe regency - Southeast Sulawesi)",Heavy rains,,,,,,,,Km2,,,,,2016,7,11,2016,7,19,,,1354,,1354,,,,,,,"88,57345288",2,,73695,Kendari (Adm2). 
2016-0234-IND,2016,0234,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,India,IND,Southern Asia,Asia,"Muzaffarpur, Patna, Siwan districts (Bihar province)",,,,,,,,,Kph,,,,,2016,6,12,2016,6,12,11,,,,,,,,,,,"88,57345288",2,,17613;17619;17631,"Muzaffarpur, Patna, Siwan (Adm2). "
2016-0237-IND,2016,0237,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,India,IND,Southern Asia,Asia,"Bihar, Uttar Pradesh, Jharkhand, Madhya Pradesh provinces",,,,,,,,,Kph,,,,,2016,6,20,2016,6,21,93,,,,,,,,,,,"88,57345288",1,70073;70078;70079;70081,,"Bihar, Jharkhand, Madhya Pradesh, Uttar Pradesh (Adm1). "
2016-0002-IND,2016,0002,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)",,,,,,,,7,Richter,24.804,93.65,,,2016,1,3,2016,1,3,8,308,10500,,10808,,,,,75000,84675,"88,57345288",2,,17583;70188;70191;70192;70193;70194;70196,"Bishnupur, East Imphal, Kamrup, Senapati, Tamenglong, Thoubal, West Imphal (Adm2). "
2016-0239-IND,2016,0239,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",Torrential rains,,,,,,,135742,Km2,27.068,93.95,,Alaknanda and Mandakini rivers,2016,6,25,2016,7,1,61,,,,,,,,,100000,112901,"88,57345288",1;2,1487;70072,17932;70282,"Arunachal Pradesh, Assam (Adm1). Chamoli, Pithoragarh (Adm2). "
2016-0267-IND,2016,0267,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,"Lakhimpur, Golaghat, Jorhat, Barpeta, Bongaigaon, Goalpara, Dhubri, Marigaon, Darrang, Nalbari districts (Assam province)",Monsoonal rain,,,,,,,,Km2,,,,"Brahmaputra, Barak Rivers",2016,7,28,2016,7,30,50,,,2000000,2000000,,,,,150000,169351,"88,57345288",2,,17576;17578;17579;17581;17582;17590;70086;70089;70091;70092,"Barpeta, Bongaigaon, Darrang, Dhuburi, Goalpara, Golaghat, Jorhat, Lakhimpur, Marigaon, Nalbari (Adm2). "
2016-0049-IND,2016,0049,,Natural,Hydrological,Landslide,Avalanche,,,India,IND,Southern Asia,Asia,Jammu and Kashmir (Administrative unit not available) (Siachen glacier) ,,,,,,,,,,,,,,2016,2,3,2016,2,3,10,,,,,,,,,,,"88,57345288",1,40409,,Jammu and Kashmir (Administrative unit not available) (Adm1). 
2016-0195-IND,2016,0195,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,Uttarakhand province,Thunderstorms,,,,,,,,,,,,,2016,5,22,2016,5,22,10,5,,,5,,,,,,,"88,57345288",1,70082,,Uttarakhand (Adm1). 
2016-0133-IND,2016,0133,,Natural,Meteorological,Extreme temperature ,Heat wave,,,India,IND,Southern Asia,Asia,"Andhra Pradesh, Rajasthan, Orissa, Bihar, Jharkhand, Tamil Nadu, Uttar Pradesh provinces",,,,,,,,51,°C,,,,,2016,4,1,2016,5,20,300,,,,,,,,,,,"88,57345288",1,1485;1504;1506;1508;70073;70078;70081,,"Andhra Pradesh, Bihar, Jharkhand, Orissa, Rajasthan, Tamil Nadu, Uttar Pradesh (Adm1). "
2016-0187-IND,2016,0187,,Natural,Climatological,Wildfire,Forest fire,,,India,IND,Southern Asia,Asia,"Uttarakhand province (including Almora, Pauri Garhwal, Chamoli districts)",Combination of well above normal tempertaure and lack of rainfall,,,,,,,,Km2,,,,,2016,2,1,2016,5,2,7,,,,,,,,,,,"88,57345288",1,70082,,Uttarakhand (Adm1). 
2016-0262-IND,2016,0262,,Technological,Technological,Transport accident,Air,,AN-32,India,IND,Southern Asia,Asia,Between Andaman and Nicobar,,,,,,,,,,,,,,2016,7,22,2016,7,22,29,,,,,,,,,,,"88,57345288",,,,
2016-0116-IND,2016,0116,,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Orissa province,,,,,,,,,,,,,,2016,4,17,2016,4,17,25,11,,,11,,,,,,,"88,57345288",1,1504,,Orissa (Adm1). 
2016-0155-IND,2016,0155,,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Adilabad district (Telengana states),,,,,,,,,,,,,,2016,5,14,2016,5,14,15,,,,,,,,,,,"88,57345288",,,,
2016-0158-IND,2016,0158,,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Navsari district,,,,,,,,,,,,,,2016,2,5,2016,2,5,37,24,,,24,,,,,,,"88,57345288",,,,
2016-0159-IND,2016,0159,,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Between Jharkhand and Raipur states,,,,,,,,,,,,,,2016,5,4,2016,5,4,13,53,,,53,,,,,,,"88,57345288",,,,
2016-0173-IND,2016,0173,,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Kinnaur district (Himachal Pradesh),,,,,,,,,,,,,,2016,5,21,2016,5,21,13,,,,,,,,,,,"88,57345288",,,,
2016-0174-IND,2016,0174,,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Chamba distrcit (Himachal Pradesh),,,,,,,,,,,,,,2016,5,20,2016,5,20,17,23,,,23,,,,,,,"88,57345288",,,,
2016-0177-IND,2016,0177,,Technological,Technological,Miscellaneous accident,Explosion,,Amunitions depot,India,IND,Southern Asia,Asia,Near Nagpur (Wardha district),,,,,,,,,,,,,,2016,5,31,2016,5,31,17,19,,,19,,,,,,,"88,57345288",,,,
2016-0102-IND,2016,0102,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,India,IND,Southern Asia,Asia,Kolkata district (West Bengal province),,,,,,,,,,,,,,2016,3,31,2016,3,31,25,100,,,100,,,,,,,"88,57345288",2,,70292,Kolkata (Adm2). 
2016-0278-IND,2016,0278,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,India,IND,Southern Asia,Asia,Raigad district (Maharasthra),,,,,,,,,,,,,,2016,8,3,2016,8,3,42,,,,,,,,,,,"88,57345288",,,,
2016-0048-IND,2016,0048,,Technological,Technological,Miscellaneous accident,Other,,Drowning,India,IND,Southern Asia,Asia,Murud beach (Raigad district),,,,,,,,,,,,,,2016,2,1,2016,2,1,13,,,,,,,,,,,"88,57345288",,,,
2016-0099-IND,2016,0099,,Technological,Technological,Miscellaneous accident,Fire,,Temple 'Puttingal Devi',India,IND,Southern Asia,Asia,"Paravur area (Kollam district, Kerala province)",,,,,,,,,,,,,,2016,4,9,2016,4,10,102,280,,,280,,,,,,,"88,57345288",,,,
2016-0271-IND,2016,0271,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Biha, Uttar Pradeshr province (Varanasi, Allahabad, Ghazipur, Ballia, Banda, Jalaun, Ghaziabad, Patna, Bhagalpur, Vaishali, Buxar, Bhojpur, Sonepur, Saran, Begusarai, Samastipur, Lakhisarai, Khagaria, Munger, Nalanda, Katihar, Purnea, Katihar, Supual, Kisanganj, Madhepura, Gopalganj, Saharsa, Araria, East Champaran, Muzafferpur, Kishanganj, Purnea, Araria, Supaul, Bhagalpur, Darbhanga)",Monsoonal rains,,,,,,,,Km2,,,,,2016,7,15,2016,9,12,254,,1600000,,1600000,,,,,350000,395152,"88,57345288",1,70073;70081,,"Bihar, Uttar Pradesh (Adm1). "
2016-0276-IND,2016,0276,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",Monsoonal rains,,,,,,,,Km2,,,,,2016,7,9,2016,8,22,184,,100000,,100000,,,,,160000,180641,"88,57345288",2,,17716;17720;17728;17730;17732;17736;17739;17743;17744;17745;17746;17747;17749;17753;17755;70173,"Bhopal, Damoh, Harda, Hoshangabad, Jabalpur, Mandla, Panna, Raisen, Rewa, Sagar, Satna, Sehore, Seoni, Shajapur, Tikamgarh, Vidisha (Adm2). "
2016-0304-IND,2016,0304,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",Monsoonal rains,,,,,,,,Km2,,,,Savitri,2016,8,1,2016,8,3,37,,3000,,3000,,,,,,,"88,57345288",2,,17649;17652;17653;17769;17773;17776;17777;17778;17781;17783;70127,"Kolhapur, Nashik, Navsari, Pune, Raigarh, Ratnagiri, Satara, Surat, Thane, Vadodara, Valsad (Adm2). "
2016-0263-IRN,2016,0263,,Technological,Technological,Transport accident,Road,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,North,,,,,,,,,,,,,,2016,7,23,2016,7,23,16,12,,,12,,,,,,,"88,57345288",,,,
2016-0286-IRQ,2016,0286,,Technological,Technological,Miscellaneous accident,Fire,,Hospital,Iraq,IRQ,Western Asia,Asia,Bagdad,,,,,,,,,,,,,,2016,8,10,2016,8,10,11,,,,,,,,,,,"88,57345288",,,,
2016-0258-ITA,2016,0258,,Technological,Technological,Transport accident,Rail,,,Italy,ITA,Southern Europe,Europe,Pouilles,,,,,,,,,,,,,,2016,7,12,2016,7,12,25,52,,,52,,,,,,,"88,57345288",,,,
2016-0083-JOR,2016,0083,,Technological,Technological,Transport accident,Road,,,Jordan,JOR,Western Asia,Asia,,,,,,,,,,,,,,,2016,3,16,2016,3,16,14,36,,,36,,,,,,,"88,57345288",,,,
2016-0107-JPN,2016,0107,EQ-2016-000033,Natural,Geophysical,Earthquake,Ground movement,,,Japan,JPN,Eastern Asia,Asia,Kumamoto province (Kyushu Isl.),,,,,,,,7,Richter,32.788,130.7,21:26,,2016,4,14,2016,4,14,9,800,120000,,120800,,,,,,,"88,57345288",1,1670,,Kumamoto (Adm1). 
2016-0121-JPN,2016,0121,EQ-2016-000033,Natural,Geophysical,Earthquake,Ground movement,,,Japan,JPN,Eastern Asia,Asia,"Kumamoto, Fukuoka, Saga, Oita, Miyazaki provinces",,,,,,,,7,Richter,32.791,130.75,17:00,,2016,4,16,2016,4,16,49,1684,272763,23985,298432,,,5000000,5645032,20000000,22580129,"88,57345288",1,1670;1674;1683,,"Kumamoto, Miyazaki, Saga (Adm1). "
2016-0023-JPN,2016,0023,,Natural,Meteorological,Extreme temperature ,Cold wave,,,Japan,JPN,Eastern Asia,Asia,"Okinawa city (Okinawa province), Kagosima province (Amami ?shima Isl.), Nagasaki, Hirosima, Isikawa, Tookyoo provinces",,,,,,,,,°C,,,,,2016,1,20,2016,1,26,8,610,,,610,,,,,,,"88,57345288",1,1660;1664;1667;1676;1681;1690,,"Hirosima, Isikawa, Kagosima, Nagasaki, Okinawa, Tookyoo (Adm1). "
2016-0017-JPN,2016,0017,,Technological,Technological,Transport accident,Road,,,Japan,JPN,Eastern Asia,Asia,Karuizawa,,,,,,,,,,,,,,2016,1,14,2016,1,14,15,27,,,27,,,,,,,"88,57345288",,,,
2016-0089-KEN,2016,0089,,Natural,Hydrological,Flood,Riverine flood,,,Kenya,KEN,Eastern Africa,Africa,"Lodwar city, Napetet, Soweto, Kalifonia, Nakerekei villages (Turkana district, Rift Valley province)",Heavy rains,,,,,,,,Km2,,,,"Turkwel, Kawalase rivers",2016,3,10,2016,3,10,3,,,1000,1000,,,,,,,"88,57345288",2,,51392,Turkana (Adm2). 
2016-0023-KOR,2016,0023,,Natural,Meteorological,Extreme temperature ,Cold wave,,,Korea (the Republic of),KOR,Eastern Asia,Asia,"Jejudo, Ulleungedo (Kangwondo), Seoul, Chollabuk-do, Chollanam-do, Chungchongbuk-do, Chungchongnam-do, Inchon, Kang-won-do, Kwangju, Kyonggi-do, Kyongsangbuk-do, Kyongsangnam-do, Pusan, Taegu, Taejon",,,,,,,,-18,°C,,,,,2016,1,20,2016,1,26,6,,,,,,,,,127000,143384,"88,57345288",1,2431;2432;2433;2434;2435;2436;2437;2438;2439;2440;2441;2442;2443;2444;2445,,"Cheju-do, Chollabuk-do, Chollanam-do, Chungchongbuk-do, Chungchongnam-do, Inchon, Kang-won-do, Kwangju, Kyonggi-do, Kyongsangbuk-do, Kyongsangnam-do, Pusan, Seoul, Taegu, Taejon (Adm1). "
2016-0301-LBR,2016,0301,,Natural,Hydrological,Flood,,,,Liberia,LBR,Western Africa,Africa,"Unification Town, Dolo Town, Mambahn Kaba, Borborville, Dennisville, Zoekwelin, Kokoville, Larkpor, Peter Town, World Bank, Kissi (Lower and Upper Margibi)",Torrential rains,,,,,,,,Km2,,,,"Du, Benla Creek",2016,6,29,2016,7,12,,,15431,,15431,,,,,,,"88,57345288",2,,147231,Mambah Kaba (Adm2). 
2016-0145-LBY,2016,0145,,Technological,Technological,Transport accident,Water,,Migrants,Libya,LBY,Northern Africa,Africa,,,,,,,,,,,,,,,2016,4,20,2016,4,20,500,,,,,,,,,,,"88,57345288",,,,
2016-0168-LBY,2016,0168,,Technological,Technological,Transport accident,Water,,Migrants,Libya,LBY,Northern Africa,Africa,,,,,,,,,,,,,,,2016,4,29,2016,4,29,15,,,,,,,,,,,"88,57345288",,,,
2016-0169-LBY,2016,0169,,Technological,Technological,Transport accident,Water,,Migrants,Libya,LBY,Northern Africa,Africa,,,,,,,,,,,,,,,2016,4,29,2016,4,29,84,,,,,,,,,,,"88,57345288",,,,
2016-0254-MDG,2016,0254,,Technological,Technological,Miscellaneous accident,Fire,,Slum,Madagascar,MDG,Eastern Africa,Africa,Antananarivo,,,,,,,,,,,,,,2016,6,30,2016,6,30,3,,,242,242,,,,,,,"88,57345288",,,,
2016-0266-MDG,2016,0266,,Technological,Technological,Miscellaneous accident,Fire,,House,Madagascar,MDG,Eastern Africa,Africa,Ambalatovo (Ikalamavony district),,,,,,,,,,,,,,2016,7,24,2016,7,24,38,,,,,,,,,,,"88,57345288",,,,
2016-0029-MDV,2016,0029,,Technological,Technological,Industrial accident,Fire,,Powerhouse,Maldives,MDV,Southern Asia,Asia,Gaafu Dhaal atoll (Thinadhoo island),,,,,,,,,m3,,,,,2016,1,26,2016,1,26,,,12000,,12000,,,,,,,"88,57345288",,,,
2016-0015-MEX,2016,0015,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Atoyac (Vercaruz state),,,,,,,,,,,,,,2016,1,11,2016,1,11,21,,,,,,,,,,,"88,57345288",,,,
2016-0067-MEX,2016,0067,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Durango state,,,,,,,,,,,,,,2016,2,28,2016,2,28,12,28,,,28,,,,,,,"88,57345288",,,,
2016-0144-MEX,2016,0144,,Technological,Technological,Industrial accident,Explosion,,Petrochimical plant,Mexico,MEX,Central America,Americas,Coatzacoalcos (Veracruz),,,,,,,,,m3,,,,,2016,4,21,2016,4,21,32,100,,,100,,,,,,,"88,57345288",,,,
2016-0272-MLI,2016,0272,,Natural,Hydrological,Flood,Flash flood,,,Mali,MLI,Western Africa,Africa,"Gao, Mopti, Segou, Sikasso, Bamako, Koulikoro provinces",Heavy rains,,,,,,,,Km2,,,,,2016,7,11,2016,7,23,13,,9500,,9500,,,,,,,"88,57345288",1,1926;1927;1930;1931;1932;1933,,"Bamako, Gao, Koulikoro, Mopti, Segou, Sikasso (Adm1). "
2016-0189-MMR,2016,0189,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Myanmar,MMR,South-Eastern Asia,Asia,"Mandalay city (Mandalay district, Mandalay province)",,,,,,,,,Kph,,,,,2016,4,29,2016,5,3,18,24,87920,,87944,,,,,2600,2935,"88,57345288",2,,41802,Mandalay (Adm2). 
2016-0224-MMR,2016,0224,,Natural,Hydrological,Landslide,Landslide,,,Myanmar,MMR,South-Eastern Asia,Asia,Hpakant region (Kachin province),Heavy rains,,,,,,,,,,,,,2016,5,23,2016,5,23,42,15,,,15,,,,,,,"88,57345288",1,2127,,Kachin (Adm1). 
2016-0146-MMR,2016,0146,,Technological,Technological,Transport accident,Water,,,Myanmar,MMR,South-Eastern Asia,Asia,Sittwe,,,,,,,,,,,,,,2016,4,17,2016,4,17,21,,,,,,,,,,,"88,57345288",,,,
2016-0160-MMR,2016,0160,,Technological,Technological,Industrial accident,Other,,Jade mine,Myanmar,MMR,South-Eastern Asia,Asia,Kachin state,,,,,,,,,m3,,,,,2016,5,6,2016,5,6,13,,,,,,,,,,,"88,57345288",,,,
2016-0232-MMR,2016,0232,FL-2016-000058,Natural,Hydrological,Flood,,,,Myanmar,MMR,South-Eastern Asia,Asia,"Sagaing, Bago (E), Bago (W), Rakhine, Mandalay, Ayeyawaddy, Magway, Yangon, Kachin, Mon provinces ",Monsoon rains,,,,,,,93840,Km2,18.316,95.26,,,2016,6,1,2016,6,24,14,,377667,,377667,,,,,,,"88,57345288",1,2123;2126;2127;2130;2131;2132;2133;2136;41772;41773,,"Ayeyawaddy, Bago (E), Bago (W), Kachin, Magway, Mandalay, Mon, Rakhine, Sagaing, Yangon (Adm1). "
2016-0248-MOZ,2016,0248,,Natural,Hydrological,Flood,,,,Mozambique,MOZ,Eastern Africa,Africa,Cabo Delgado province,Heavy rains,,,,,,,80572,Km2,-12.351,39.464,,,2016,1,5,2016,1,29,16,,6600,,6600,,,,,,,"88,57345288",1,2112,,Cabo Delgado (Adm1). 
2016-0129-MWI,2016,0129,,Natural,Hydrological,Flood,Flash flood,,,Malawi,MWI,Eastern Africa,Africa,"Mzuzu city (Mzimba district, Northern Region province), Karango district (Northern Region province)",Heavy rains,,,,,,,,Km2,,,,,2016,4,6,2016,4,11,12,,,2800,2800,,,,,,,"88,57345288",2,,19317;19318,"Karonga, Mzimba (Adm2). "
2016-0009-MYS,2016,0009,,Technological,Technological,Transport accident,Water,,Migrants,Malaysia,MYS,South-Eastern Asia,Asia,Dear Johor state,,,,,,,,,,,,,,2016,1,26,2016,1,26,18,,,,,,,,,,,"88,57345288",,,,
2016-0265-MYS,2016,0265,,Technological,Technological,Transport accident,Water,,Migrants,Malaysia,MYS,South-Eastern Asia,Asia,Johor state,,,,,,,,,,,,,,2016,7,24,2016,7,24,28,,34,,34,,,,,,,"88,57345288",,,,
2016-0057-MYS,2016,0057,,Natural,Hydrological,Flood,,,,Malaysia,MYS,South-Eastern Asia,Asia,"Johor, Melaka, Negri Sembilan, Sarawak province",Heavy monsoonal rains,,,,,,,,Km2,,,,,2016,2,19,2016,2,24,,,6000,,6000,,,,,,,"88,57345288",1;2,1891;1895;1902,37376,"Johor, Melaka, Sarawak (Adm1). Seremban (Adm2). "
2016-0269-NER,2016,0269,,Natural,Hydrological,Flood,Flash flood,,,Niger (the),NER,Western Africa,Africa,"Tahoua, Agadez, Maradi provinces",Heavy rains,,,,,,,,Km2,,,,,2016,6,1,2016,9,7,11,,,3000,3000,,,,,,,"88,57345288",1,2202;2205;2207,,"Agadez, Maradi, Tahoua (Adm1). "
2016-0219-NER,2016,0219,,Natural,Hydrological,Flood,,,,Niger (the),NER,Western Africa,Africa,"Bazagor city (Tchin Tabaradene district, Tahoua province), Ingal city (Tchighozerine district, Agadez province), Maradi, Zinder, Dosso, Tillaberi, Diffa, Niamey province",Torrential rains,,,,,,,,Km2,,,,,2016,6,20,2016,10,,50,27,123239,,123266,,,,,,,"88,57345288",1;2,2203;2204;2205;2206;2208;2209,22553;22577,"Diffa, Dosso, Maradi, Niamey, Tillaberi, Zinder (Adm1). Tchighozerine, Tchin Tabaradene (Adm2). "
2016-0072-NGA,2016,0072,,Technological,Technological,Transport accident,Road,,,Nigeria,NGA,Western Africa,Africa,"Buzaye village (Bauchi district, Bauchi province)",,,,,,,,,,,,,,2016,3,6,2016,3,6,18,,,,,,,,,,,"88,57345288",2,,22661,Bauchi (Adm2). 
2016-0073-NGA,2016,0073,,Technological,Technological,Industrial accident,Collapse,,Building,Nigeria,NGA,Western Africa,Africa,"Lekki area (Eti-Osa district, Lagos province)",,,,,,,,,m3,,,,,2016,3,8,2016,3,8,34,13,,,13,,,,,,,"88,57345288",2,,22928,Eti-Osa (Adm2). 
2016-0026-NIC,2016,0026,,Technological,Technological,Transport accident,Water,,Migrants,Nicaragua,NIC,Central America,Americas,Near Little Corn Island,,,,,,,,,,,,,,2016,1,23,2016,1,23,13,,21,,21,,,,,,,"88,57345288",,,,
